71,"Joss, crieur public",publish,Place Edgar Quinet,"Dans le roman de Fred Vargas ""Pars vite et reviens tard"", Joss, marin breton reconverti en crieur public, vient déclamer matin et soir sur la place Edgar Quinet des nouvelles que lui ont adressé les habitants du quartier. Bientôt d'énigmatiques messages apparaissent tandis que la peste semble faire son retour dans Paris...",Wikipedia,http://fr.wikipedia.org/wiki/Pars_vite_et_reviens_tard_%28roman%29,48.8406566,2.3267519
73,En souvenir de 1789...,draft,Champs-Elysées,"Le soir du 14 juillet 1989, 200 ans après la prise de la Bastille, un défilé organisé sur le thème des ""tribus planétaires"" par le publicitaire Jean Paul Goude descend l'avenue des Champs-Elysées devant la foule dans le cadre des festivités du Bicentenaire de la Révolution.",Wikipedia,http://fr.wikipedia.org/wiki/Juillet_1989,48.8709758,2.3038749
75,L'affaire de la station Charonne,publish,métro Charonne,"Le 8 février 1962, malgré son interdiction, a lieu dans Paris une manifestation de protestation contre l'OAS et la guerre d'Algérie dont la répression ordonnée par le préfet Maurice Papon fait 8 morts à  la station de métro Charonne.",Wikipedia,http://fr.wikipedia.org/wiki/Affaire_de_la_station_de_m%C3%A9tro_Charonne#La_r.C3.A9pression_au_m.C3.A9tro_Charonne,48.8551031,2.3846428
78,Une histoire de comète,publish,Rue de la comète,"C'est en souvenir d'une comète remarquée des Parisiens et des savants en 1763 que fut donnée le nom de ""rue de la Comète "" à  cette voie ouverte en 1769 entre les rues Saint Dominique et de Grenelle.",Vie et histoire du VIIe arrondissement,http://www.amazon.fr/histoire-Arrondissement-Saint-Thomas-Invalides-militaire/dp/B004JS2NC2,48.8598512,2.308826
80,Monsieur le directeur,publish,3 rue de l'Estrapade,"Le 3 rue de l'Estrapade (2eme étage) est l'adresse du philosophe Denis Diderot entre 1747 et 1754. C'est à  cette époque qu'il se lance dans la grande aventure de ""L'Encyclopédie"" et dirige son édition. C'est ici aussi qu'on vient le chercher pour le conduire en 1749 au donjon de Vincennes, sa ""Lettre sur les aveugles"" ayant heurté les principes de la religion.",Terresdecrivains.com,http://www.terresdecrivains.com/Denis-DIDEROT,48.8444907,2.3476142
81,Chez Pennac et Malaussène,publish,78 rue de la Folie-Régnault,"Le 78 rue de la Folie-Régnault est une ancienne adresse de Daniel Pennac. C'est là  qu'il loge Benjamin Malaussène et sa ""tribu"", qui apparaissent pour la première fois en 1985 dans ""Le Bonheur des ogres"" et vont dès lors apporter une couleur particulière au quartier de Belleville.",Terresdecrivains.com,http://www.terresdecrivains.com/Malaussene-sur-Seine-le-Paris-de,48.8619636,2.3854896
82,Souvenir holmésien,publish,Place André Malraux,"L'hôtel du Louvre, place André Malraux, est un des rares lieux parisiens à  s'honorer d'un souvenir lié à   Sherlock Holmes. Une plaque dans l'entrée de l'hôtel évoque le passage ici (dans la fiction seulement), fin  1895, de l'espion Oberstein pourchassé par Holmes dans ""Les plans du Bruce Partington"".",Terresdecrivains.com,http://www.terresdecrivains.com/L-Hotel-du-Louvre,48.8970206,2.09555879999994
83,"La première ""agence de renseignements""",publish,13 galerie Vivienne,"Vers 1840, Eugène Vidocq a son bureau 13 galerie Vivienne. C'est une des nombreuses adresses parisiennes de celui qui, après avoir été bagnard puis chef de la Sûreté, a inventé l'agence de ""renseignements"" pour les particuliers et les commerçants. Ses clients se comptent rapidement par milliers. Et ses mémoires influenceront les personnages de policier de Balzac ou d'Edgar Poe.",Terresdecrivains.com,http://www.terresdecrivains.com/Eugene-Francois-VIDOCQ-a-Arras,48.866387,2.3395519
87,Les mésaventures de Coffinhal,publish,137 rue de l'Université,"Le 9 thermidor (27 juillet 1793) lors de l'arrestation de Robespierre, le vice président du Tribunal révolutionnaire, Coffinhal, réussit à  s'échapper de l'Hôtel de ville. Après s'être caché 5 jours sur l'île des Cygnes voisine, il se réfugia à  l'auberge du ""Cygne rouge"", située alors au coin des actuelles rue Jean Nicot et de l'Université. Mais l'auberge le livra et il fut décapité le 18 août.",Jean Hillairet,http://www.amazon.fr/Dictionnaire-historique-rues-Paris-volumes/dp/2707310549/ref=sr_1_1?ie=UTF8&qid=1301350878&sr=8-1,48.8610781,2.3070526
89,La Fête de la Fédération,publish,Champ-de-Mars,"Au 1er anniversaire de la prise de la Bastille, le 14 juillet 1790, le Champ-de-Mars accueillit la fête de la Fédération: s'y rassemblèrent des fédérations de gardes nationales de tout le pays et une foule dense. Talleyrand célébra une messe, La Fayette puis les députés, le roi, la reine prêtèrent serment à  la constitution. C'est cette fête qui est commémorée par notre fête nationale depuis 1880.",Wikipedia,http://fr.wikipedia.org/wiki/F%C3%AAte_de_la_F%C3%A9d%C3%A9ration,48.85568,2.2981049
91,Des bains de mer sur la Seine,publish,1 rue du Bac,"A partir de 1860 vient mouiller près du Pont Royal un trois-mâts transformé en établissement de bains. On y proposait  des bains simples et médicinaux. Le nom du restaurant ""La Frégate"" au coin de la rue du Bac en conserve le souvenir.",Vie et histoire du VIIe arrondissement,http://www.amazon.com/Vie-histoire-VIe-Arrondissement-Saint-Germain/dp/2903118183,48.8594383,2.3293634
94,La physique pour tous,publish,Rue Nollet,"L'Abbé Nollet (1700-1770), physicien français, fit de sa science ""un plaisir d'amateurs et un divertissement à  la mode"", en y intéressant les grands de ce monde par ses méthodes basées sur l'expérimentation et l'utilisation d'instruments. Il eut pour élèves Lavoisier et Monge, et inspira par ses travaux l'ouverture de nombreux cours de physique dans les écoles, y compris en province.",Le cabinet de Physique de Sigaud de La Fond,http://s.bourdreux.free.fr/cabinet_Sigaud/physique/enseignement.htm,48.8869708,2.3213185
96,Le décor Mouton,publish,metro Mouton-Duvernet,"Première station de métro décorée avec de la céramique orange en 1969, la station Mouton Duvernet de la ligne 4  donne son nom à  ce type de décor dit de ""style Mouton"". Aujourd'hui, ce décor tend à  disparaître au rythme des rénovations, y compris dans cette station, rénovée en 2007.",Wikipedia,http://fr.wikipedia.org/wiki/Mouton-Duvernet_%28m%C3%A9tro_de_Paris%29,48.832113,2.330392
99,Un bac entre en Seine,publish,rue du Bac,Vers 1550 fut établi un bac pour franchir la Seine au niveau de l'actuel pont Royal. Il servit notamment à  transporter les matériaux nécessaires à  la construction du chteau des Tuileries à  partir de 1564 et donna son nom à  la rue du Bac. Il fut le seul moyen de traverser la Seine à  cet endroit jusqu'à  la construction du pont rouge en 1632 puis du pont Royal sous Louis XIV.,Wikipedia,http://fr.wikipedia.org/wiki/Rue_du_Bac#Histoire,48.8594383,2.3293634
101,Un monument réapproprié,publish,Pont de l'Alma,"Depuis le décès de Lady Diana dans le tunnel du pont de l'Alma le 31 août 1997, la flamme de la Liberté est régulièrement couverte de messages et fleurs en hommage à  la princesse. A l'origine, cette réplique de la flamme de la statue de la Liberté est un cadeau fait en 1989 par les Etats-Unis à  la France en remerciement des restaurations effectuées sur la statue de la Liberté.",Wikipedia,http://fr.wikipedia.org/wiki/Flamme_de_la_Libert%C3%A9#Origine,48.864591,2.301545
103,Un flic sur les Champs-Elysées.,publish,Champs-Elysées,"Les Champs-Elysées ouvrent et clôturent ""Un flic"", dernier film  de Jean Pierre Melville (1971), où l'on voit le commissaire interprété par Alain Delon  effectuer une longue patrouille à  bord de la voiture 8, descendant la célèbre avenue.",Jean-Luc Lacuve,http://www.cineclubdecaen.com/realisat/melville/unflic.htm,48.869493,2.3084755
105,Des rats aux Halles,publish,8 rue des Halles,"Dans le film ""Ratatouille"" sorti en 2007 apparaît la vitrine de la boutique de la maison Aurouze, spécialisée dans la ""destruction des animaux nuisibles"" et fondée aux Halles par Etienne Aurouze en 1872, d'abord sous le nom de ""Au renard blanc"". On y voit encore aujourd'hui des rats pendus là  depuis...1925!",www.linternaute.com,http://www.linternaute.com/paris/shopping/selection/boutiques-anciennes/4.shtml,48.8595031,2.3470253
107,Silence...Action!,publish,23 rue des Ecoles,"En 2011, le cinéaste Jean Pierre Mocky rebaptise ""l'Action écoles"" qu'il vient de racheter ""Le Desperado"", figure à  laquelle peuvent s'apparenter selon lui de jeunes cinéastes indépendants, qu'il entend promouvoir. Depuis octobre 1977, ce célèbre cinéma du Quartier latin fait découvrir dans ses deux salles le cinéma américain de répertoire en version originale.",Action cinemas,http://www.actioncinemas.com/salles.php,48.8484276,2.3489228
109,De Lutèce à  Cluny,publish,Thermes de Cluny,"Vers 1330, l'ordre de Cluny, ordre monastique bénédictin fondé en 909, acquiert les terrains des ""thermes du nord"" de la Lutèce antique. Ces bâtiments thermaux, construits fin IIe-début IIIe siècle, deviennent dépendances de l'hôtel des abbés de Cluny et en tirent leur appellation  actuelle de ""thermes de Cluny"".",Atlas de Paris au Moyen Age,http://www.amazon.fr/Atlas-Paris-Moyen-%C3%82ge-religion/dp/2840964023/ref=sr_1_1?ie=UTF8&qid=1301702364&sr=8-1,48.8499701,2.3443722
111,Retrouvailles antiques...,publish,"Arènes de Lutèce, 49 rue Monge","Entre 1868 et 1870 le percement de la rue Monge puis la construction d'un dépôt pour la Compagnie des omnibus mettent au jour l'amphithétre de la ville, utilisé du Ier au IVe s. Devant la menace de destruction,  habitants et célébrités comme Victor Hugo obtiennent en 1883 que la mairie acquière le terrain de ces ""Arènes de Lutèce"".","Paris, ville antique",http://www.culture.gouv.fr/culture/arcnat/paris/,48.8450727,2.3523883
113,D'un Rousseau à  l'autre,publish,Place du Panthéon,"Sous l'Occupation la statue de Rousseau, bronze inauguré lors du centenaire de la Révolution en 1889, est comme beaucoup d'autres, détruite. L'oeuvre actuelle, de Antoine Bizette-Lindet, est installée, sur l'ancien socle, en 1952. Elle célèbre surtout les talents littéraires de celui dont les cendres reposent au Panthéon voisin.",Les balades du patrimoine,http://www.paris.fr/loisirs/Portal.lut?page_id=9642&document_type_id=4&document_id=22132&portlet_id=24046&multileveldocument_sheet_id=7152,48.846766,2.346082
115,Un rhinocéros itinérant,draft,Parvis du musée d'Orsay,"Partie d'un groupe de 4 sculptures présenté lors de l'exposition universelle de 1878, ornant la fontaine du Trocadéro, le rhinocéros de H. A Jacquemart fut démonté en 1935 lors de la démolition du palais. Après avoir été installé porte de Saint Cloud jusqu'en 1985, il est aujourd'hui parmi 2 de ses anciens compagnons, l'éléphant d' E. Frémiet et le cheval de P. Rouillart. Le taureau est à  Nîmes.",Les balades du patrimoine,http://www.paris.fr/loisirs/Portal.lut?page_id=9642&document_type_id=4&document_id=22132&portlet_id=24046&multileveldocument_sheet_id=7138,48.860817,2.325676
117,"Paris en pente, Paris en défense",publish,rue Amelot,"Dans un souci de sécurité, après la défaite de Poitiers et la captivité du roi Jean le Bon en 1356, et pour tenir compte des agrandissement de la ville, on construisit entre 1358 et 1383 sur la rive droite une nouvelle enceinte, dite ""de Charles V"". La surélévation du boulevard Beaumarchais par rapport à  la rue Amelot s'explique par la levée de terre qui portait le mur de cette enceinte.",Atlas de Paris au Moyen Age,http://www.amazon.fr/Atlas-Paris-Moyen-%C3%82ge-religion/dp/2840964023/ref=sr_1_1?ie=UTF8&qid=1301947968&sr=8-1,48.8601982,2.3680222
119,Face aux Huns,publish,Pont de la Tournelle,"Selon la tradition, lors de l'invasion des Huns conduite par Attila en 451, Geneviève exhorta les Parisiens, qui allaient s'enfuir, de rester et réunit  les femmes qui implorèrent le ciel d'épargner la ville. La Sainte patronne parisienne regarde l'est, face aux Huns sur la statue réalisée en 1928 par Paul Landowski (auteur du ""Christ rédempteur"" de Rio de Janeiro) au pont de la Tournelle.",Les balades du patrimoine,http://www.paris.fr/loisirs/Portal.lut?page_id=9947&document_type_id=4&document_id=22132&portlet_id=24833&multileveldocument_sheet_id=11675,48.8506743,2.355501
124,Un vrai morceau de forum...,publish,61 boulevard Saint-Michel,"Les Romains construisirent la cité romaine de Lutèce au Ier siècle sur la Montagne Sainte-Geneviève. Le forum, grande place au centre de la cité regroupant temples, magasins et btiments publics, était situé au niveau de la rue Soufflot. Une portion du mur occidental est visible dans l'escalier du parking souterrain.",Les balades du patrimoine,http://www.paris.fr/loisirs/Portal.lut?page_id=9947&document_type_id=4&document_id=22132&portlet_id=24833&multileveldocument_sheet_id=14360,48.8477714,2.3411388
126,20 ans...,publish,Rue des Ecoles,"Dans sa chanson ""20 ans"", Pierre Bachelet évoque les manifestations qui agitèrent le Quartier Latin en mai 1968. En ce temps là   où il avait 20 ans pour très longtemps...
""L'amour chantait sa carmagnole
En descendant rue des Ecoles
Affiches d'une main de l'autre le pot d'colle...""",www.parolesmania.com,http://www.parolesmania.com/paroles_pierre_bachelet_9610/paroles_vingt_ans_334217.html,48.8488773,2.3474516
128,Une première capitale...,publish,Place de l'Hôtel-de-Ville,"Le 25 avril 1792 pour l'exécution d'un voleur, Nicolas Jacques Pelletier, on employa sur la place de Grève pour la 1ère fois la guillotine. C'est la première application du principe d'exécution égalitaire que fit adopter Guillotin à  l'Assemblée en 1791 alors que la décapitation était réservée jusque là  aux nobles, les roturiers étant pendus. L'Egalité devant la Vie et désormais devant la Mort.",Wikipedia,http://fr.wikipedia.org/wiki/Guillotine#cite_note-62,48.8567022,2.3510053
130,"Le 1er des grands hommes ""dépanthéonisé""",publish,Panthéon,"En 1791, la Constituante affecta l'église que venait de réaliser Soufflot à  l'accueil des sépultures de grands hommes.  Mirabeau fut le premier d'entre eux au mois d'avril. Mais après  découverte des liens du révolutionnaire avec la famille royale, il fut  retiré du Panthéon en novembre 1793.",Dictionnaire historique de la Révolution franà§aise,http://www.amazon.fr/Dictionnaire-historique-R%C3%A9volution-fran%C3%A7aise-Albert/dp/2130536050,48.846766,2.346082
132,Une piscine sous l'eau!,publish,25 quai Anatole France,"Au matin du 8 juillet 1993, la mythique piscine flottante Deligny coula dans la Seine en 40 minutes, sans faire de victime. C'est à  la fin du XVIIIe siècle que fut créée sur une piscine flottante une école de natation par Barthélémy Turquin; bains flottants repris ensuite par le maître-nageur Deligny. Depuis 2006 Paris a sa nouvelle piscine flottante ""Josephine Baker"" au port de la Gare.",Wikipedia,http://fr.wikipedia.org/wiki/Piscine_Deligny,48.8618341,2.3213974
135,Des lycéens sous bon patronage,publish,Lycée Henri IV,"Le lycée Henri IV est installé dans des bâtiments de l'ancienne abbaye Sainte-Geneviève, nommée d'après Geneviève qui refusa de céder à  la panique face à  Attila au Ve siècle. Sainte patronne de Paris qui donna aussi son nom au quartier (Montagne Sainte Geneviève), elle est enterrée aux côtés de son roi, Clovis.",Wikipedia,http://fr.wikipedia.org/wiki/Sainte_Genevi%C3%A8ve,48.846120934718,2.34750151634216
137,Le premier des collèges,publish,Collège de France,"A sa fondation sous François 1er, en 1530, le Collège de France enseignait deux matières : le grec et l'hébreu. Conformément à  sa devise """"Docet omnia"""" (""Il enseigne tout""), les chaires se sont multipliées pour aujourd'hui en compter 32 couvrant tout le spectre des sciences. Y être nommé professeur est considéré comme la plus haute distinction dans l'enseignement supérieur français.",Wikipedia,http://fr.wikipedia.org/wiki/Coll%C3%A8ge_de_France,48.8491007,2.3456678
139,De Sorbon à  Sorbonne,draft,Sorbonne,"Au milieu du XIIIe siècle, Robert de Sorbon, conseiller de Saint-Louis fonde le collège de Sorbonne. Les collèges sont alors des établissements dotés accueillant des étudiants boursiers et leur fournissant logis et nourriture, souvent à  proximité des lieux d'enseignement. Le tracé de la chapelle du collège construite en 1326 apparait dans la cour de l'actuelle Sorbonne.",Atlas de Paris au Moyen Age,http://www.amazon.fr/Atlas-Paris-Moyen-%C3%82ge-religion/dp/2840964023/ref=sr_1_1?ie=UTF8&qid=1302175308&sr=8-1,48.8486248,2.3436545
143,Un nouveau quai,publish,Quai des Grands-Augustins,"Les bords de Seine ne furent aménagés que très tardivement. C'est en 1312, à  la demande du roi Philippe le Bel qu'est réalisé le premier quai empierré de Paris, celui des Grands-Augustins.",Atlas de Paris au Moyen Age,http://www.amazon.fr/Atlas-Paris-Moyen-%C3%82ge-religion/dp/2840964023/ref=sr_1_1?ie=UTF8&qid=1302209734&sr=8-1,48.8547254,2.3423514
145,Une ambassade avec vue...,draft,59 quai d'Orsay,"Comment concilier le secret d'une ambassade tout en faisant profiter ses occupants de la magnifique vue sur la Seine? C'est pour répondre à  ce double objectif que les architectes français J.M Garet, G. Lambert et J. Thierart de l'ambassade d'Afrique du Sud ont conçu en 1974 des murs de verre fumé abrités derrière des boucliers de fonte fendus et obliques, permettant de voir...sans être vus!",Dictionnaire des monuments de Paris,http://www.amazon.com/Dictionnaire-monuments-Marie-Chhristine-Lauroa-Colson/dp/B003YUXITI/ref=sr_1_5?s=books&ie=UTF8&qid=1302366062&sr=1-5,48.8622116,2.3077788
148,Une maison d'un genre nouveau,publish,26 rue Vavin,"Les architectes Henri Sauvage et Charles Sarazin déposèrent un brevet pour l'invention de la  ""maison à  gradins"" :  l'immeuble du 26 rue Vavin construit entre 1912 et 1914, avec ses étages en retrait les uns par rapport aux autres afin de laisser circuler air et lumière faisait suite à  leur réflexion, au sein de leur"" Société des habitations hygiéniques à  bon marché"", pour une vie plus saine.",lartnouveau.com,http://lartnouveau.com/belle_epoque/architectes_paris/sauvage1.htm,48.8436862,2.3301286
149,Un mur pour les impôts,publish,Place de la Bataille-de-Stalingrad,"La Rotonde de la Villette est l'un des pavillons du mur des Fermiers généraux, terminé en 1788, qui fut l'une des enceintes successives de Paris. Contrairement aux précédentes enceintes, il n'était pas destiné à  assurer la défense de la capitale mais à  forcer le paiement de l'octroi dû sur les marchandises y entrant. Il fut détruit en 1860 lors de l'extension de Paris jusqu'à  l'enceinte de Thiers. Le mur des Fermiers généraux, érigé juste avant la , en 1785-1788, fut l'une des enceintes successives de Paris.  Contrairement aux précédentes enceintes, il n'était pas destiné à   assurer la défense de la capitale mais à  forcer le paiement à  la Ferme générale de l'octroi dû sur les marchandises y entrant. Il fut détruit en 1860 lors de l'extension de Paris jusqu'à  l'enceinte de Thiers.",Wikipedia,http://fr.wikipedia.org/wiki/Rotonde_de_la_Villette,48.8837391051624,2.36976385116577
150,Lire dans la Ville Lumière,publish,23 rue Clovis,"La bibliothèque Sainte-Geneviève fut la première bibliothèque parisienne à  ouvrir le soir et à  être dotée de l'éclairage au gaz, en 1838. Elle était alors installée dans les galeries des combles de l'ancienne abbaye Sainte-Geneviève, cohabitant avec  l'Ecole centrale du Panthéon (actuel lycée Henri IV),",Dictionnaire des monuments de Paris,http://www.amazon.com/Dictionnaire-monuments-Marie-Chhristine-Lauroa-Colson/dp/B003YUXITI/ref=sr_1_5?s=books&ie=UTF8&qid=1302366062&sr=1-5,48.8461516,2.3490932
151,Une architecture de métal,publish,10 place du Panthéon,"En février 1851 est ouverte au public la nouvelle bibliothèque Sainte-Geneviève, dans un bâtiment construit par Henri Labrouste. Il y a utilisé à  l'intérieur de façon innovante le fer et la fonte de façon apparente, faisant ainsi de cette bibliothèque une source d'inspiration pour l'architecture métallique.",Wikipedia,http://fr.wikipedia.org/wiki/Biblioth%C3%A8que_Sainte-Genevi%C3%A8ve,48.8468213,2.3459421
153,Mortel tournoi,publish,Place des Vosges,"Le 30 juin 1559, lors d'un tournoi organisé pour célébrer le mariage de sa fille Elisabeth avec Philippe II d'Espagne, le roi de France Henri II fut blessé accidentellement à  l'oeil par le comte de Montgomery. Il en mourut le 10 juillet à  l'hôtel des Tournelles à  l'emplacement duquel fut construite l'actuelle place des Vosges.",Wikipedia,http://fr.wikipedia.org/wiki/H%C3%B4tel_des_Tournelles,48.8561966,2.365741
156,Un département exemplaire,publish,Place des Vosges,"Créé avec les autres départements lors de la Révolution française, le département des Vosges, fut le premier à  s'acquitter de la totalité de ses contributions, c'est à  dire de l'impôt. C'est en cet honneur que ce qui était autrefois la place Royale fut baptisée ""place des Vosges"" en mars 1800.",Wikipedia,http://fr.wikipedia.org/wiki/Place_des_Vosges#Histoire,48.8561966,2.365741
162,La mort de Vaneau,publish,Rue Vaneau,"Pendant la révolution contre Charles X, lors de la décisive journée du 29 juillet 1830, les insurgés reçurent le soutien de gardes nationaux et polytechniciens. Louis Vaneau, élève de Polytechnique,fut tué en menant l'attaque contre la caserne de Babylone (voisine de l'actuelle rue Vaneau) occupée par les gardes Suisses du roi.",Wikipedia,http://fr.wikipedia.org/wiki/Louis_Vaneau,48.8513479,2.3191808
165,Dalida à  Montmartre,publish,11 bis rue d'Orchampt,"Dans la nuit du 2 au 3 mai 1987 la célèbre chanteuse Dalida se donna la mort, dans la maison qu'elle habitait à  Montmartre, rue d'Orchampt, depuis 1962. Elle repose aujourd'hui au cimetière de Montmartre.",Wikipedia,http://fr.wikipedia.org/wiki/Dalida,48.8871651,2.3372179
167,Après Solférino...,publish,rue de Solférino,"En juin 1859, l'homme d'affaires Henri Dunant est témoin des dégâts de la bataille de Solférino qui fit 40 000 victimes. Marqué par l'évènement, qu'il raconte dans ""Un souvenir de Solférino,"" il participe en 1873 à  la fondation du Comité international de secours aux militaires blessés qui devient le Comité international de la Croix-Rouge.
",Wikipedia,http://fr.wikipedia.org/wiki/Bataille_de_Solf%C3%A9rino#cite_note-7,48.8603396,2.3236224
171,Triste fête,publish,Place de la Concorde,"Le mariage du dauphin Louis avec Marie-Antoinette, le 16 mai 1770 fut suivi de nombreuses festivités. Le 30 mai, un feu d'artifice sur la place Louis-XV (Concorde actuelle) provoqua un incendie qui déclencha la panique dans la foule de près de 400 000 personnes. La bousculade sur la place et dans les rues voisines fit 132 morts.",Jean-Christian Petitfils,http://www.amazon.fr/Louis-XVI-Jean-Christian-Petitfils/dp/2262014841,48.8653368,2.3215599
173,Des livres sous verre,publish,Grand Palais,"Le 21 mai 1981, alors que l'on venait d'apprendre, suite à  l'entrée en fonction de F. Mitterand, la nomination de Jack Lang au ministère de la Culture,  celui-ci inaugura le premier Salon du livre de Paris au Grand Palais. Réunissant auteurs, éditeurs et grand public, cette manifestation s'y tiendra jusqu'à  la fermeture de la Nef en 1993 et a lieu aujourd'hui porte de Versailles.",Wikipedia,http://fr.wikipedia.org/wiki/Salon_du_livre_de_Paris,48.8667301,2.3100123
175,Un pont entre deux pays,publish,Pont Alexandre III,"<!-- p { margin-bottom: 0.21cm; } -->Le 7 octobre 1896 le tsar Nicolas II de Russie posa la première pierre du pont dédié à  son père Alexandre III. Ce pont célébrant l'amitié franco-russe suite à  l'alliance conclue entre Alexandre III et  le président français Sadi Carnot en 1891, s'inscrivait dans la création d'un axe reliant Invalides et Champs-Elysées pour l'Exposition universelle de 1900.",Wikipedia,http://fr.wikipedia.org/wiki/Pont_Alexandre-III,48.8631521,2.3135
177,L'incendie du Bazar de la Charité,publish,23 rue Jean Goujon,"Le Bazar de la Charité, créé en 1885, organisa ses ventes caritatives en mai 1897 dans un hangar rue J. Goujon dans une installation de bois et carton-pte reconstituant les échoppes d'une rue médiévale. Le bazar proposait un spectacle de cinématographe, mais le 4 mai vers 16h20 celui-ci prit feu, déclenchant un incendie qui fit près de 130 morts, dont la soeur de Sissi, impératrice d'Autriche.",Wikipedia,http://fr.wikipedia.org/wiki/Bazar_de_la_Charit%C3%A9#cite_ref-3,48.8656744,2.3060853
179,En souvenir des victimes,publish,"Notre Dame de Consolation, 23 rue Jean Goujon","A l'emplacement du  Bazar de la Charité qui brûla tragiquement le 4 mai 1897, fut inaugurée le 4 mai 1901 la chapelle Notre Dame de Consolation. C'est la souscription lancée par l'archevêque de Paris qui permit d'édifier cette chapelle à  l'intérieur de laquelle les noms des victimes de l'accident sont gravés.",Wikipedia,http://fr.wikipedia.org/wiki/Chapelle_Notre-Dame-de-Consolation_de_Paris,48.8656744,2.3060853
